,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
5,185660,30,MissedShots,0.755,0.44299999237060544,0.030849898234009743,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7313,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Philippe Coutinho,Pass
7,185663,45,MissedShots,0.8730000305175781,0.5359999847412109,0.31161102652549744,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7313,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Mohamed Salah,TakeOn
9,185666,51,Goal,0.9590000152587891,0.44299999237060544,0.10381865501403809,Roberto Firmino,h,482,SetPiece,2017,RightFoot,7313,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Philippe Coutinho,Chipped
14,185672,65,Goal,0.92,0.53,0.553722083568573,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7313,Liverpool,Swansea,5,0,2017-12-26 17:30:00,Mohamed Salah,Pass
5,186013,21,SavedShot,0.7880000305175782,0.42700000762939455,0.03040783852338791,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7323,Liverpool,Leicester,2,1,2017-12-30 15:00:00,James Milner,BallRecovery
8,186016,28,SavedShot,0.755,0.31799999237060544,0.01342017948627472,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7323,Liverpool,Leicester,2,1,2017-12-30 15:00:00,Joel Matip,TakeOn
3,187940,30,MissedShots,0.9319999694824219,0.3579999923706055,0.02714673802256584,Roberto Firmino,h,482,OpenPlay,2017,Head,7343,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Alex Oxlade-Chamberlain,Cross
7,187947,46,BlockedShot,0.7680000305175781,0.42900001525878906,0.027979426085948944,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7343,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Mohamed Salah,Pass
11,187953,58,Goal,0.889000015258789,0.6719999694824219,0.1454101800918579,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7343,Liverpool,Manchester City,4,3,2018-01-14 16:00:00,Alex Oxlade-Chamberlain,Throughball
5,189609,57,BlockedShot,0.7819999694824219,0.34,0.024133790284395218,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7357,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Emre Can,Pass
16,189621,87,BlockedShot,0.7980000305175782,0.35900001525878905,0.028643399477005005,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7357,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Joel Matip,Pass
19,189624,94,ShotOnPost,0.950999984741211,0.4279999923706055,0.2991158366203308,Roberto Firmino,a,482,OpenPlay,2017,Head,7357,Swansea,Liverpool,1,0,2018-01-22 20:00:00,Virgil van Dijk,Chipped
0,194061,2,SavedShot,0.7759999847412109,0.59,0.027291880920529366,Roberto Firmino,a,482,OpenPlay,2017,LeftFoot,7359,Huddersfield,Liverpool,0,3,2018-01-30 20:00:00,Sadio Mané,Pass
6,194069,45,Goal,0.9730000305175781,0.6309999847412109,0.1056748703122139,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7359,Huddersfield,Liverpool,0,3,2018-01-30 20:00:00,Sadio Mané,Pass
3,193732,21,MissedShots,0.9019999694824219,0.4540000152587891,0.10978993028402328,Roberto Firmino,h,482,OpenPlay,2017,Head,7375,Liverpool,Tottenham,2,2,2018-02-04 16:30:00,Trent Alexander-Arnold,Cross
0,193941,5,Goal,0.8580000305175781,0.4909999847412109,0.34328052401542664,Roberto Firmino,a,482,OpenPlay,2017,LeftFoot,7384,Southampton,Liverpool,0,2,2018-02-11 16:30:00,Mohamed Salah,Pass
9,193956,69,SavedShot,0.8569999694824219,0.43900001525878907,0.11780759692192078,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7384,Southampton,Liverpool,0,2,2018-02-11 16:30:00,Sadio Mané,Pass
14,193961,77,BlockedShot,0.8169999694824219,0.49,0.057680096477270126,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7384,Southampton,Liverpool,0,2,2018-02-11 16:30:00,,None
11,197376,56,Goal,0.9169999694824219,0.5459999847412109,0.6890694499015808,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7395,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Emre Can,TakeOn
13,197379,61,SavedShot,0.8969999694824219,0.6270000076293946,0.1012302041053772,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7395,Liverpool,West Ham,4,1,2018-02-24 15:00:00,Sadio Mané,Pass
6,199032,32,BlockedShot,0.955999984741211,0.38,0.026619914919137955,Roberto Firmino,h,482,FromCorner,2017,Head,7403,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,Mohamed Salah,Cross
12,199042,80,BlockedShot,0.795,0.4179999923706055,0.03767089173197746,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7403,Liverpool,Newcastle United,2,0,2018-03-03 17:30:00,,None
1,199828,28,SavedShot,0.8469999694824218,0.3060000038146973,0.02267804928123951,Roberto Firmino,a,482,FromCorner,2017,LeftFoot,7414,Manchester United,Liverpool,2,1,2018-03-10 12:30:00,Andrew Robertson,Chipped
2,199829,30,SavedShot,0.74,0.515,0.01890558749437332,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7414,Manchester United,Liverpool,2,1,2018-03-10 12:30:00,Andrew Robertson,TakeOn
10,199839,73,BlockedShot,0.7559999847412109,0.5370000076293945,0.02512376569211483,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7414,Manchester United,Liverpool,2,1,2018-03-10 12:30:00,Sadio Mané,Pass
2,201636,38,SavedShot,0.8530000305175781,0.4879999923706055,0.11038405448198318,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7423,Liverpool,Watford,5,0,2018-03-17 17:30:00,Mohamed Salah,Pass
4,201638,46,SavedShot,0.8859999847412109,0.5109999847412109,0.07185476273298264,Roberto Firmino,h,482,OpenPlay,2017,Head,7423,Liverpool,Watford,5,0,2018-03-17 17:30:00,Jordan Henderson,Cross
5,201639,48,Goal,0.9640000152587891,0.45099998474121095,0.1452106088399887,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7423,Liverpool,Watford,5,0,2018-03-17 17:30:00,Mohamed Salah,Cross
6,201642,60,MissedShots,0.9030000305175782,0.44599998474121094,0.07056958973407745,Roberto Firmino,h,482,OpenPlay,2017,Head,7423,Liverpool,Watford,5,0,2018-03-17 17:30:00,Joseph Gomez,Cross
2,204119,14,SavedShot,0.750999984741211,0.575,0.018647847697138786,Roberto Firmino,a,482,OpenPlay,2017,LeftFoot,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,,Interception
3,204120,22,BlockedShot,0.7269999694824218,0.49900001525878906,0.017673498019576073,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,Andrew Robertson,Pass
5,204122,28,BlockedShot,0.795,0.29700000762939455,0.01872067153453827,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,Mohamed Salah,Pass
6,204123,29,BlockedShot,0.899000015258789,0.5379999923706055,0.056128256022930145,Roberto Firmino,a,482,FromCorner,2017,Head,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,James Milner,Cross
7,204124,37,MissedShots,0.8859999847412109,0.435,0.046019744127988815,Roberto Firmino,a,482,OpenPlay,2017,Head,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,James Milner,Cross
10,204127,42,BlockedShot,0.89,0.3220000076293945,0.04668663814663887,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7432,Crystal Palace,Liverpool,1,2,2018-03-31 12:30:00,,Rebound
15,208652,73,BlockedShot,0.9080000305175782,0.45799999237060546,0.6592406034469604,Roberto Firmino,h,482,OpenPlay,2017,OtherBodyPart,7452,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Alex Oxlade-Chamberlain,TakeOn
18,208660,89,Goal,0.855999984741211,0.595999984741211,0.09731457382440567,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7452,Liverpool,Bournemouth,3,0,2018-04-14 16:30:00,Alex Oxlade-Chamberlain,Pass
7,210267,85,MissedShots,0.9319999694824219,0.6430000305175781,0.026339130476117134,Roberto Firmino,a,482,OpenPlay,2017,Head,7468,West Bromwich Albion,Liverpool,2,2,2018-04-21 00:00:00,Alex Oxlade-Chamberlain,Cross
0,213985,2,SavedShot,0.8969999694824219,0.28299999237060547,0.041002243757247925,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7485,Chelsea,Liverpool,1,0,2018-05-06 16:30:00,Trent Alexander-Arnold,Chipped
0,215732,5,BlockedShot,0.8,0.524000015258789,0.04659005627036095,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7495,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Mohamed Salah,Dispossessed
7,215739,28,MissedShots,0.8919999694824219,0.555,0.13388338685035706,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7495,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Sadio Mané,Pass
12,215744,35,MissedShots,0.9009999847412109,0.5720000076293945,0.13421553373336792,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7495,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Dominic Solanke,Pass
16,215749,48,SavedShot,0.7280000305175781,0.4759999847412109,0.019125407561659813,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7495,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Virgil van Dijk,BallRecovery
20,215754,57,SavedShot,0.895,0.504000015258789,0.4619210660457611,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7495,Liverpool,Brighton,4,0,2018-05-13 15:00:00,Mohamed Salah,Pass
1,232789,17,MissedShots,0.955,0.47900001525878905,0.6026626825332642,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9205,Liverpool,West Ham,4,0,2018-08-12 15:30:00,James Milner,Cross
14,233055,86,MissedShots,0.8190000152587891,0.6819999694824219,0.03547007963061333,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9216,Crystal Palace,Liverpool,0,2,2018-08-20 22:00:00,Mohamed Salah,Pass
1,233316,8,SavedShot,0.9640000152587891,0.5629999923706055,0.4850970506668091,Roberto Firmino,h,482,OpenPlay,2018,Head,9223,Liverpool,Brighton,1,0,2018-08-25 19:30:00,Andrew Robertson,Cross
7,233322,43,BlockedShot,0.7559999847412109,0.46299999237060546,0.03280583396553993,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9223,Liverpool,Brighton,1,0,2018-08-25 19:30:00,Mohamed Salah,Pass
8,233323,43,MissedShots,0.815,0.7230000305175781,0.02543593756854534,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9223,Liverpool,Brighton,1,0,2018-08-25 19:30:00,Andrew Robertson,Pass
9,233324,45,BlockedShot,0.919000015258789,0.669000015258789,0.09213080257177353,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9223,Liverpool,Brighton,1,0,2018-08-25 19:30:00,Andrew Robertson,Pass
13,233331,68,SavedShot,0.919000015258789,0.31799999237060544,0.08823637664318085,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9223,Liverpool,Brighton,1,0,2018-08-25 19:30:00,Mohamed Salah,Pass
0,233644,3,SavedShot,0.8730000305175781,0.4229999923706055,0.34232696890830994,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9227,Leicester,Liverpool,1,2,2018-09-01 11:30:00,Mohamed Salah,Pass
6,233656,44,Goal,0.9119999694824219,0.4909999847412109,0.08612330257892609,Roberto Firmino,a,482,FromCorner,2018,Head,9227,Leicester,Liverpool,1,2,2018-09-01 11:30:00,James Milner,Cross
8,233926,53,Goal,0.9890000152587891,0.4929999923706055,0.9634119868278503,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9237,Tottenham,Liverpool,1,2,2018-09-15 11:30:00,,None
0,234174,3,MissedShots,0.9180000305175782,0.5,0.12557540833950043,Roberto Firmino,h,482,OpenPlay,2018,Head,9249,Liverpool,Southampton,3,0,2018-09-22 14:00:00,Xherdan Shaqiri,Cross
5,234186,44,BlockedShot,0.8730000305175781,0.7119999694824218,0.04091969504952431,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9249,Liverpool,Southampton,3,0,2018-09-22 14:00:00,,None
3,234314,17,BlockedShot,0.8730000305175781,0.33799999237060546,0.06517343968153,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9264,Chelsea,Liverpool,1,1,2018-09-29 16:30:00,Mohamed Salah,Pass
9,234328,71,BlockedShot,0.9369999694824219,0.4779999923706055,0.38861700892448425,Roberto Firmino,a,482,OpenPlay,2018,Head,9264,Chelsea,Liverpool,1,1,2018-09-29 16:30:00,James Milner,Chipped
10,249421,88,MissedShots,0.8280000305175781,0.48200000762939454,0.08814547955989838,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9284,Huddersfield,Liverpool,0,1,2018-10-20 16:30:00,Daniel Sturridge,Pass
10,249488,41,MissedShots,0.7769999694824219,0.5670000076293945,0.031566642224788666,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9288,Liverpool,Cardiff,4,1,2018-10-27 14:00:00,Sadio Mané,Pass
1,249873,12,BlockedShot,0.7419999694824219,0.4929999923706055,0.01872614398598671,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9303,Arsenal,Liverpool,1,1,2018-11-03 17:30:00,Mohamed Salah,Pass
2,249877,17,ShotOnPost,0.8919999694824219,0.375,0.3290324807167053,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9303,Arsenal,Liverpool,1,1,2018-11-03 17:30:00,Trent Alexander-Arnold,Throughball
9,249890,68,MissedShots,0.9030000305175782,0.534000015258789,0.06348036229610443,Roberto Firmino,a,482,FromCorner,2018,Head,9303,Arsenal,Liverpool,1,1,2018-11-03 17:30:00,James Milner,Cross
19,250184,89,SavedShot,0.8880000305175781,0.7519999694824219,0.03878491371870041,Roberto Firmino,h,482,FromCorner,2018,RightFoot,9313,Liverpool,Fulham,2,0,2018-11-11 12:00:00,James Milner,Pass
0,250271,38,SavedShot,0.865999984741211,0.2610000038146973,0.03326496481895447,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9318,Watford,Liverpool,0,3,2018-11-24 15:00:00,,BallRecovery
3,250275,52,MissedShots,0.875999984741211,0.5420000076293945,0.07497076690196991,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9318,Watford,Liverpool,0,3,2018-11-24 15:00:00,Trent Alexander-Arnold,Cross
9,250284,88,Goal,0.9590000152587891,0.4329999923706055,0.5781949758529663,Roberto Firmino,a,482,OpenPlay,2018,Head,9318,Watford,Liverpool,0,3,2018-11-24 15:00:00,,Rebound
2,250738,18,MissedShots,0.8630000305175781,0.4229999923706055,0.09242013841867447,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9330,Liverpool,Everton,1,0,2018-12-02 16:15:00,Mohamed Salah,Pass
3,250742,28,SavedShot,0.755,0.68,0.020799342542886734,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9330,Liverpool,Everton,1,0,2018-12-02 16:15:00,Andrew Robertson,Pass
9,250753,80,MissedShots,0.9019999694824219,0.7030000305175781,0.1002800241112709,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9330,Liverpool,Everton,1,0,2018-12-02 16:15:00,Daniel Sturridge,Chipped
10,250917,68,Goal,0.98,0.4779999923706055,0.9567199945449829,Roberto Firmino,a,482,SetPiece,2018,RightFoot,9343,Burnley,Liverpool,1,3,2018-12-05 19:45:00,Virgil van Dijk,Pass
4,251013,24,SavedShot,0.73,0.47299999237060547,0.01819992996752262,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9355,Bournemouth,Liverpool,0,4,2018-12-08 12:30:00,Mohamed Salah,Pass
0,251439,1,BlockedShot,0.8730000305175781,0.28899999618530275,0.041119590401649475,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Mohamed Salah,Pass
1,251440,5,MissedShots,0.9290000152587891,0.5070000076293946,0.05794612690806389,Roberto Firmino,h,482,FromCorner,2018,Head,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Georginio Wijnaldum,Aerial
2,251441,6,SavedShot,0.754000015258789,0.5070000076293946,0.016409199684858322,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Sadio Mané,Chipped
4,251444,9,BlockedShot,0.9259999847412109,0.48700000762939455,0.11637240648269653,Roberto Firmino,h,482,FromCorner,2018,LeftFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Georginio Wijnaldum,Cross
9,251449,13,MissedShots,0.7619999694824219,0.3089999961853027,0.013473120518028736,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,,None
11,251451,26,BlockedShot,0.905,0.3029999923706055,0.04401298984885216,Roberto Firmino,h,482,SetPiece,2018,LeftFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,,None
17,251459,51,SavedShot,0.875,0.5829999923706055,0.11459830403327942,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,,TakeOn
23,251465,60,BlockedShot,0.9009999847412109,0.32099998474121094,0.06701381504535675,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Mohamed Salah,Pass
34,251479,90,MissedShots,0.865,0.7019999694824218,0.05746226757764816,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9362,Liverpool,Manchester United,3,1,2018-12-16 16:00:00,Georginio Wijnaldum,Pass
0,251481,2,BlockedShot,0.825,0.5690000152587891,0.06818913668394089,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9367,Wolverhampton Wanderers,Liverpool,0,2,2018-12-21 20:00:00,Mohamed Salah,TakeOn
1,251484,11,BlockedShot,0.7880000305175782,0.42700000762939455,0.014607785269618034,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9367,Wolverhampton Wanderers,Liverpool,0,2,2018-12-21 20:00:00,,Aerial
9,251900,66,SavedShot,0.9590000152587891,0.34900001525878904,0.053947512060403824,Roberto Firmino,h,482,FromCorner,2018,RightFoot,9381,Liverpool,Newcastle United,4,0,2018-12-26 15:00:00,Mohamed Salah,Pass
0,263681,5,BlockedShot,0.879000015258789,0.7169999694824218,0.037845954298973083,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9391,Liverpool,Arsenal,5,1,2018-12-29 17:30:00,,None
2,263685,13,Goal,0.9790000152587891,0.5179999923706055,0.6241657137870789,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9391,Liverpool,Arsenal,5,1,2018-12-29 17:30:00,,Dispossessed
3,263686,15,Goal,0.86,0.48200000762939454,0.3569256067276001,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9391,Liverpool,Arsenal,5,1,2018-12-29 17:30:00,,TakeOn
7,263694,55,SavedShot,0.784000015258789,0.34599998474121096,0.03677348792552948,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9391,Liverpool,Arsenal,5,1,2018-12-29 17:30:00,Xherdan Shaqiri,Pass
10,263697,64,Goal,0.885,0.5,0.7611688375473022,Roberto Firmino,h,482,Penalty,2018,RightFoot,9391,Liverpool,Arsenal,5,1,2018-12-29 17:30:00,,Standard
3,274357,62,SavedShot,0.9409999847412109,0.3,0.07123465836048126,Roberto Firmino,a,482,SetPiece,2018,RightFoot,9400,Manchester City,Liverpool,2,1,2019-01-03 20:00:00,,TakeOn
4,274358,63,Goal,0.975,0.475,0.6233962178230286,Roberto Firmino,a,482,OpenPlay,2018,Head,9400,Manchester City,Liverpool,2,1,2019-01-03 20:00:00,Andrew Robertson,Chipped
0,274420,8,MissedShots,0.9259999847412109,0.48200000762939454,0.411426305770874,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9416,Brighton,Liverpool,0,1,2019-01-12 15:00:00,Andrew Robertson,Cross
6,274431,74,SavedShot,0.8090000152587891,0.45599998474121095,0.06769957393407822,Roberto Firmino,a,482,OpenPlay,2018,RightFoot,9416,Brighton,Liverpool,0,1,2019-01-12 15:00:00,Mohamed Salah,Pass
2,274652,12,MissedShots,0.795,0.69,0.02501232735812664,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9422,Liverpool,Crystal Palace,4,3,2019-01-19 15:00:00,Fabinho,Pass
13,274665,52,Goal,0.865,0.5929999923706055,0.05701268091797829,Roberto Firmino,h,482,FromCorner,2018,RightFoot,9422,Liverpool,Crystal Palace,4,3,2019-01-19 15:00:00,Naby Keita,Pass
1,275107,5,SavedShot,0.93,0.6859999847412109,0.06912234425544739,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9436,Liverpool,Leicester,1,1,2019-01-30 20:00:00,Mohamed Salah,TakeOn
4,275115,73,SavedShot,0.885,0.6530000305175782,0.0692431628704071,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9436,Liverpool,Leicester,1,1,2019-01-30 20:00:00,Jordan Henderson,TakeOn
1,275350,19,SavedShot,0.884000015258789,0.6170000076293946,0.07000091671943665,Roberto Firmino,a,482,OpenPlay,2018,LeftFoot,9437,West Ham,Liverpool,1,1,2019-02-04 20:00:00,,None
1,275489,11,SavedShot,0.9630000305175781,0.615999984741211,0.12430592626333237,Roberto Firmino,h,482,OpenPlay,2018,LeftFoot,9455,Liverpool,Bournemouth,3,0,2019-02-09 15:00:00,Sadio Mané,Throughball
14,275511,79,BlockedShot,0.870999984741211,0.48700000762939455,0.13472341001033783,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9455,Liverpool,Bournemouth,3,0,2019-02-09 15:00:00,Mohamed Salah,Pass
18,275515,86,SavedShot,0.825999984741211,0.485,0.27052000164985657,Roberto Firmino,h,482,OpenPlay,2018,RightFoot,9455,Liverpool,Bournemouth,3,0,2019-02-09 15:00:00,Andrew Robertson,Pass
