Takım,matchdate turkce,Comp Short,Hafta,Season long,Match Date,Matchid,Max date,month turkce,Season,GD,Goals For,Goals For (copy),Maç,Points,points gd2,Shots For,X Goals For,X Goals For (copy),Şut başına xG
Gaziantep,22 Mayıs 2022,TUR,32,  2021-22,04.09.22,GAZTRB2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,17,1.206096,1.206096,0.070946824
Kayserispor,22 Mayıs 2022,TUR,17,  2021-22,12/19/2021,KAYGAZ2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,9,0.7572645,0.7572645,0.0841405
Sivasspor,22 Mayıs 2022,TUR,12,  2021-22,11.06.21,SIVGIR2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,7,0.2803109,0.2803109,0.040044414
Giresunspor,22 Mayıs 2022,TUR,33,  2021-22,4/17/2022,GIRBJK2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,9,1.660962,1.660962,0.184551333
Rizespor,22 Mayıs 2022,TUR,2,  2021-22,8/21/2021,RIZKGM2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,7,1.001368,1.001368,0.143052571
Y. Malatyaspor,22 Mayıs 2022,TUR,14,  2021-22,11/28/2021,MLTGAL2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,7,0.3969478,0.3969478,0.056706829
Antalyaspor,22 Mayıs 2022,TUR,23,  2021-22,1/23/2022,ANTGAZ2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,11,0.3738712,0.3738712,0.033988291
Giresunspor,22 Mayıs 2022,TUR,5,  2021-22,9/19/2021,GIRKON2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,16,0.8530864,0.8530864,0.0533179
Altay,22 Mayıs 2022,TUR,25,  2021-22,02.11.22,ALTRIZ2122,5/22/2022,Mayıs,2122,0,0,0,1,1,100,12,1.08797,1.08797,0.090664167
Trabzonspor,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,TRBBJK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,8,0.5223914,0.5223914,0.065298925
Trabzonspor,22 Mayıs 2022,TUR,33,  2021-22,4/15/2022,TRBKGM2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,30,3.757242,3.757242,0.1252414
Trabzonspor,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,TRBGIR2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,23,2.06256,2.06256,0.089676522
Trabzonspor,22 Mayıs 2022,TUR,7,  2021-22,9/27/2021,TRBALA2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,19,1.545481,1.545481,0.081341105
Fenerbahce,22 Mayıs 2022,TUR,4,  2021-22,09.12.21,FENSIV2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,13,1.227428,1.227428,0.094417538
Fenerbahce,22 Mayıs 2022,TUR,28,  2021-22,03.06.22,FENTRB2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,11,1.480378,1.480378,0.134579818
Adana Demirspor,22 Mayıs 2022,TUR,25,  2021-22,2/14/2022,ADSBJK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,17,1.724046,1.724046,0.101414471
Adana Demirspor,22 Mayıs 2022,TUR,21,  2021-22,1/15/2022,ADSKAY2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,12,1.176979,1.176979,0.098081583
Alanyaspor,22 Mayıs 2022,TUR,24,  2021-22,02.06.22,ALAGAL2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,14,1.211419,1.211419,0.086529929
F. Karagumruk,22 Mayıs 2022,TUR,10,  2021-22,10/24/2021,KGMHAT2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,12,1.197398,1.197398,0.099783167
Besiktas,22 Mayıs 2022,TUR,38,  2021-22,5/21/2022,BJKKON2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,21,1.24481,1.24481,0.059276667
Konyaspor,22 Mayıs 2022,TUR,8,  2021-22,10.02.21,KONALA2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,18,1.133865,1.133865,0.0629925
Besiktas,22 Mayıs 2022,TUR,36,  2021-22,05.08.22,BJKFEN2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,9,2.358338,2.358338,0.262037556
Antalyaspor,22 Mayıs 2022,TUR,38,  2021-22,5/20/2022,ANTGAL2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,14,2.29888,2.29888,0.164205714
F. Karagumruk,22 Mayıs 2022,TUR,12,  2021-22,11.07.21,KGMGAL2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,5,0.7976456,0.7976456,0.15952912
Besiktas,22 Mayıs 2022,TUR,30,  2021-22,3/19/2022,BJKHAT2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,22,2.375671,2.375671,0.107985045
Alanyaspor,22 Mayıs 2022,TUR,19,  2021-22,12/26/2021,ALAKGM2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,17,1.301545,1.301545,0.076561471
Antalyaspor,22 Mayıs 2022,TUR,34,  2021-22,4/24/2022,ANTKAY2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,7,0.6190387,0.6190387,0.0884341
Antalyaspor,22 Mayıs 2022,TUR,1,  2021-22,8/15/2021,ANTGOZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,4,1.259599,1.259599,0.31489975
Hatayspor,22 Mayıs 2022,TUR,33,  2021-22,4/16/2022,HATSIV2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,7,0.5851246,0.5851246,0.083589229
Altay,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,ALTSIV2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,13,1.192629,1.192629,0.091740692
Sivasspor,22 Mayıs 2022,TUR,18,  2021-22,12/22/2021,SIVRIZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,22,1.949456,1.949456,0.088611636
Sivasspor,22 Mayıs 2022,TUR,21,  2021-22,1/15/2022,SIVTRB2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,10,1.005656,1.005656,0.1005656
Alanyaspor,22 Mayıs 2022,TUR,20,  2021-22,01.08.22,ALABSK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,13,1.308817,1.308817,0.100678231
Sivasspor,22 Mayıs 2022,TUR,23,  2021-22,1/22/2022,SIVFEN2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,18,1.428021,1.428021,0.0793345
F. Karagumruk,22 Mayıs 2022,TUR,18,  2021-22,12/22/2021,KGMFEN2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,2,0.4696072,0.4696072,0.2348036
Hatayspor,22 Mayıs 2022,TUR,1,  2021-22,8/14/2021,HATKSP2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,10,0.9157799,0.9157799,0.09157799
Hatayspor,22 Mayıs 2022,TUR,36,  2021-22,05.06.22,HATTRB2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,10,1.682627,1.682627,0.1682627
Galatasaray,22 Mayıs 2022,TUR,17,  2021-22,12/18/2021,GALBSK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,18,1.399863,1.399863,0.077770167
Gaziantep,22 Mayıs 2022,TUR,10,  2021-22,10/23/2021,GAZGIR2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,7,0.2279668,0.2279668,0.032566686
Kayserispor,22 Mayıs 2022,TUR,13,  2021-22,11/22/2021,KAYGOZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,16,2.310181,2.310181,0.144386313
Galatasaray,22 Mayıs 2022,TUR,25,  2021-22,02.12.22,GALKAY2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,26,3.564047,3.564047,0.137078731
Adana Demirspor,22 Mayıs 2022,TUR,3,  2021-22,8/27/2021,ADSKON2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,14,1.060909,1.060909,0.075779214
Sivasspor,22 Mayıs 2022,TUR,10,  2021-22,10/24/2021,SIVADS2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,5,0.3797916,0.3797916,0.07595832
Kayserispor,22 Mayıs 2022,TUR,33,  2021-22,4/15/2022,KAYRIZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,14,0.9259122,0.9259122,0.066136586
Antalyaspor,22 Mayıs 2022,TUR,18,  2021-22,12/21/2021,ANTKSP2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,9,0.8229865,0.8229865,0.091442944
Giresunspor,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,GIRBSK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,9,1.131181,1.131181,0.125686778
Antalyaspor,22 Mayıs 2022,TUR,21,  2021-22,1/15/2022,ANTFEN2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,14,1.055656,1.055656,0.075404
Gaziantep,22 Mayıs 2022,TUR,34,  2021-22,4/23/2022,GAZGOZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,16,2.010964,2.010964,0.12568525
Kayserispor,22 Mayıs 2022,TUR,2,  2021-22,8/20/2021,KAYADS2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,12,1.192895,1.192895,0.099407917
Gaziantep,22 Mayıs 2022,TUR,36,  2021-22,05.06.22,GAZKAY2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,12,1.303486,1.303486,0.108623833
Altay,22 Mayıs 2022,TUR,33,  2021-22,4/16/2022,ALTBSK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,11,0.8310326,0.8310326,0.075548418
Goztepe,22 Mayıs 2022,TUR,14,  2021-22,11/29/2021,GOZFEN2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,12,1.710877,1.710877,0.142573083
Sivasspor,22 Mayıs 2022,TUR,5,  2021-22,9/18/2021,SIVGAZ2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,8,1.307519,1.307519,0.163439875
Altay,22 Mayıs 2022,TUR,36,  2021-22,05.08.22,ALTGIR2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,17,1.585015,1.585015,0.093236176
Goztepe,22 Mayıs 2022,TUR,19,  2021-22,12/26/2021,GOZADS2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,16,0.8962377,0.8962377,0.056014856
Giresunspor,22 Mayıs 2022,TUR,7,  2021-22,9/26/2021,GIRKAY2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,21,1.781931,1.781931,0.084853857
Kasimpasa,22 Mayıs 2022,TUR,15,  2021-22,12.03.21,KSPBJK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,8,1.400155,1.400155,0.175019375
Y. Malatyaspor,22 Mayıs 2022,TUR,23,  2021-22,1/22/2022,MLTBJK2122,5/22/2022,Mayıs,2122,0,1,1,1,1,100,11,1.371716,1.371716,0.124701455
Trabzonspor,22 Mayıs 2022,TUR,35,  2021-22,4/30/2022,TRBANT2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,9,1.590093,1.590093,0.176677
Trabzonspor,22 Mayıs 2022,TUR,4,  2021-22,09.12.21,TRBGAL2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,19,1.9428,1.9428,0.102252632
Alanyaspor,22 Mayıs 2022,TUR,11,  2021-22,10/31/2021,ALAGOZ2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,19,2.23047,2.23047,0.117393158
Fenerbahce,22 Mayıs 2022,TUR,17,  2021-22,12/19/2021,FENBJK2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,11,1.700844,1.700844,0.154622182
Konyaspor,22 Mayıs 2022,TUR,6,  2021-22,9/23/2021,KONTRB2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,31,3.075195,3.075195,0.099199839
Besiktas,22 Mayıs 2022,TUR,28,  2021-22,03.07.22,BJKBSK2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,16,2.063137,2.063137,0.128946063
Fenerbahce,22 Mayıs 2022,TUR,12,  2021-22,11.07.21,FENKAY2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,19,2.872832,2.872832,0.151201684
Galatasaray,22 Mayıs 2022,TUR,15,  2021-22,12.04.21,GALALT2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,24,2.785955,2.785955,0.116081458
Kasimpasa,22 Mayıs 2022,TUR,3,  2021-22,8/29/2021,KSPGAL2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,17,1.147615,1.147615,0.067506765
Gaziantep,22 Mayıs 2022,TUR,28,  2021-22,03.07.22,GAZHAT2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,19,1.551067,1.551067,0.081635105
Sivasspor,22 Mayıs 2022,TUR,9,  2021-22,10/16/2021,SIVANT2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,9,1.021122,1.021122,0.113458
Kasimpasa,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,KSPALA2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,22,3.103317,3.103317,0.141059864
Kasimpasa,22 Mayıs 2022,TUR,7,  2021-22,9/27/2021,KSPKON2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,18,2.347292,2.347292,0.130405111
Giresunspor,22 Mayıs 2022,TUR,31,  2021-22,04.02.22,GIRSIV2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,18,1.397416,1.397416,0.077634222
Sivasspor,22 Mayıs 2022,TUR,3,  2021-22,8/29/2021,SIVGOZ2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,11,1.709201,1.709201,0.155381909
Y. Malatyaspor,22 Mayıs 2022,TUR,18,  2021-22,12/23/2021,MLTKAY2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,13,1.142954,1.142954,0.087919538
Rizespor,22 Mayıs 2022,TUR,20,  2021-22,01.09.22,RIZBJK2122,5/22/2022,Mayıs,2122,0,2,2,1,1,100,10,1.635776,1.635776,0.1635776
Besiktas,22 Mayıs 2022,TUR,6,  2021-22,9/21/2021,BJKADS2122,5/22/2022,Mayıs,2122,0,3,3,1,1,100,13,1.585247,1.585247,0.121942077
Konyaspor,22 Mayıs 2022,TUR,26,  2021-22,2/18/2022,KONKSP2122,5/22/2022,Mayıs,2122,0,4,4,1,1,100,14,2.18519,2.18519,0.156085
Trabzonspor,22 Mayıs 2022,TUR,24,  2021-22,02.05.22,TRBKSP2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,7,0.5602962,0.5602962,0.080042314
Trabzonspor,22 Mayıs 2022,TUR,20,  2021-22,01.07.22,TRBMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,24,2.637943,2.637943,0.109914292
Hatayspor,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,HATBJK2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,9,1.313068,1.313068,0.145896444
Konyaspor,22 Mayıs 2022,TUR,22,  2021-22,1/18/2022,KONADS2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,20,1.971514,1.971514,0.0985757
Konyaspor,22 Mayıs 2022,TUR,19,  2021-22,12/27/2021,KONBJK2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,12,1.099577,1.099577,0.091631417
Konyaspor,22 Mayıs 2022,TUR,17,  2021-22,12/18/2021,KONANT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,13,1.73997,1.73997,0.133843846
Konyaspor,22 Mayıs 2022,TUR,24,  2021-22,02.04.22,KONGIR2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,13,1.427514,1.427514,0.109808769
Besiktas,22 Mayıs 2022,TUR,3,  2021-22,8/28/2021,BJKKGM2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,18,2.790604,2.790604,0.155033556
Basaksehir,22 Mayıs 2022,TUR,31,  2021-22,04.04.22,BSKMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,28,4.136553,4.136553,0.147734036
Galatasaray,22 Mayıs 2022,TUR,9,  2021-22,10/17/2021,GALKON2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,11,1.518622,1.518622,0.138056545
Besiktas,22 Mayıs 2022,TUR,26,  2021-22,2/19/2022,BJKALT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,18,3.293636,3.293636,0.182979778
Besiktas,22 Mayıs 2022,TUR,21,  2021-22,1/14/2022,BJKGAZ2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,16,0.9425324,0.9425324,0.058908275
Adana Demirspor,22 Mayıs 2022,TUR,16,  2021-22,12.12.21,ADSGIR2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,11,0.8359266,0.8359266,0.075993327
Adana Demirspor,22 Mayıs 2022,TUR,12,  2021-22,11.07.21,ADSHAT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,18,1.695879,1.695879,0.0942155
Kayserispor,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,KAYBSK2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,3,0.5828233,0.5828233,0.194274433
Sivasspor,22 Mayıs 2022,TUR,16,  2021-22,12/13/2021,SIVGAL2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,12,0.8562624,0.8562624,0.0713552
Gaziantep,22 Mayıs 2022,TUR,6,  2021-22,9/22/2021,GAZBSK2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,9,0.9879157,0.9879157,0.109768411
F. Karagumruk,22 Mayıs 2022,TUR,26,  2021-22,2/20/2022,KGMSIV2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,13,1.213025,1.213025,0.093309615
F. Karagumruk,22 Mayıs 2022,TUR,24,  2021-22,02.05.22,KGMMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,15,1.528571,1.528571,0.101904733
Alanyaspor,22 Mayıs 2022,TUR,4,  2021-22,9/13/2021,ALAGIR2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,9,1.420176,1.420176,0.157797333
Kayserispor,22 Mayıs 2022,TUR,20,  2021-22,01.09.22,KAYALT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,10,1.150299,1.150299,0.1150299
Sivasspor,22 Mayıs 2022,TUR,34,  2021-22,4/25/2022,SIVALA2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,4,1.245174,1.245174,0.3112935
Antalyaspor,22 Mayıs 2022,TUR,12,  2021-22,11.06.21,ANTALT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,14,2.188741,2.188741,0.156338643
Antalyaspor,22 Mayıs 2022,TUR,28,  2021-22,03.06.22,ANTSIV2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,6,0.2524044,0.2524044,0.0420674
Antalyaspor,22 Mayıs 2022,TUR,7,  2021-22,9/25/2021,ANTMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,17,1.233964,1.233964,0.072586118
Giresunspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,GIRMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,8,1.616265,1.616265,0.202033125
Rizespor,22 Mayıs 2022,TUR,17,  2021-22,12/19/2021,RIZMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,14,0.6578117,0.6578117,0.04698655
Altay,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,ALTMLT2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,8,1.153042,1.153042,0.14413025
Y. Malatyaspor,22 Mayıs 2022,TUR,28,  2021-22,03.04.22,MLTADS2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,15,1.082769,1.082769,0.0721846
Rizespor,22 Mayıs 2022,TUR,14,  2021-22,11/27/2021,RIZKAY2122,5/22/2022,Mayıs,2122,1,1,1,1,3,301,9,1.097769,1.097769,0.121974333
Trabzonspor,22 Mayıs 2022,TUR,17,  2021-22,12/18/2021,TRBHAT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,17,1.676902,1.676902,0.098641294
Trabzonspor,22 Mayıs 2022,TUR,15,  2021-22,12.04.21,TRBADS2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,5,0.8745131,0.8745131,0.17490262
Konyaspor,22 Mayıs 2022,TUR,28,  2021-22,03.05.22,KONGAL2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,12,1.157573,1.157573,0.096464417
Fenerbahce,22 Mayıs 2022,TUR,32,  2021-22,04.10.22,FENGAL2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,8,1.263929,1.263929,0.157991125
Fenerbahce,22 Mayıs 2022,TUR,33,  2021-22,4/16/2022,FENGOZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,14,2.6503,2.6503,0.189307143
Basaksehir,22 Mayıs 2022,TUR,25,  2021-22,02.12.22,BSKGAZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,10,1.454198,1.454198,0.1454198
Fenerbahce,22 Mayıs 2022,TUR,2,  2021-22,8/22/2021,FENANT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,21,1.61483,1.61483,0.076896667
Alanyaspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,ALABJK2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,12,1.579653,1.579653,0.13163775
Fenerbahce,22 Mayıs 2022,TUR,19,  2021-22,12/26/2021,FENMLT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,17,1.785942,1.785942,0.105055412
Fenerbahce,22 Mayıs 2022,TUR,26,  2021-22,2/20/2022,FENHAT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,15,2.806666,2.806666,0.187111067
Adana Demirspor,22 Mayıs 2022,TUR,18,  2021-22,12/21/2021,ADSGAL2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,10,0.8822432,0.8822432,0.08822432
Galatasaray,22 Mayıs 2022,TUR,11,  2021-22,10/31/2021,GALGAZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,11,0.7590118,0.7590118,0.069001073
Konyaspor,22 Mayıs 2022,TUR,10,  2021-22,10/23/2021,KONKAY2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,11,1.199139,1.199139,0.109012636
Y. Malatyaspor,22 Mayıs 2022,TUR,3,  2021-22,8/28/2021,MLTGAZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,9,1.931984,1.931984,0.214664889
Alanyaspor,22 Mayıs 2022,TUR,6,  2021-22,9/23/2021,ALAKSP2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,14,2.97085,2.97085,0.212203571
Kasimpasa,22 Mayıs 2022,TUR,2,  2021-22,8/21/2021,KSPGIR2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,9,1.094137,1.094137,0.121570778
Kayserispor,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,KAYKSP2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,8,1.933023,1.933023,0.241627875
Galatasaray,22 Mayıs 2022,TUR,19,  2021-22,12/25/2021,GALANT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,19,1.714591,1.714591,0.090241632
F. Karagumruk,22 Mayıs 2022,TUR,21,  2021-22,1/15/2022,KGMRIZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,11,1.61985,1.61985,0.147259091
Gaziantep,22 Mayıs 2022,TUR,12,  2021-22,11.05.21,GAZKSP2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,13,1.57844,1.57844,0.121418462
