Takım,matchdate turkce,Comp Short,Hafta,Season long,Match Date,Matchid,Max date,month turkce,Season,GD,Goals For,Goals For (copy),Maç,Points,points gd2,Shots For,X Goals For,X Goals For (copy),Şut başına xG
Galatasaray,22 Mayıs 2022,TUR,33,  2021-22,4/18/2022,GALMLT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,19,3.57593,3.57593,0.188206842
Galatasaray,22 Mayıs 2022,TUR,31,  2021-22,04.02.22,GALKGM2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,10,1.875909,1.875909,0.1875909
Kayserispor,22 Mayıs 2022,TUR,15,  2021-22,12.05.21,KAYANT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,2,0.9512208,0.9512208,0.4756104
Giresunspor,22 Mayıs 2022,TUR,35,  2021-22,4/29/2022,GIRADS2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,14,1.366947,1.366947,0.097639071
Gaziantep,22 Mayıs 2022,TUR,4,  2021-22,9/13/2021,GAZANT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,10,1.778354,1.778354,0.1778354
Gaziantep,22 Mayıs 2022,TUR,38,  2021-22,5/20/2022,GAZRIZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,21,2.489242,2.489242,0.118535333
Basaksehir,22 Mayıs 2022,TUR,5,  2021-22,9/19/2021,BSKFEN2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,6,0.8503634,0.8503634,0.141727233
Kasimpasa,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,KSPMLT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,15,1.181304,1.181304,0.0787536
Giresunspor,22 Mayıs 2022,TUR,9,  2021-22,10/16/2021,GIRRIZ2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,17,2.074298,2.074298,0.122017529
Kasimpasa,22 Mayıs 2022,TUR,19,  2021-22,12/25/2021,KSPALT2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,21,3.501432,3.501432,0.166734857
Rizespor,22 Mayıs 2022,TUR,12,  2021-22,11.05.21,RIZALA2122,5/22/2022,Mayıs,2122,2,2,2,1,3,302,8,1.829244,1.829244,0.2286555
Besiktas,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,BJKMLT2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,16,1.635441,1.635441,0.102215063
Trabzonspor,22 Mayıs 2022,TUR,13,  2021-22,11/22/2021,TRBGAZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,11,1.320776,1.320776,0.120070545
Altay,22 Mayıs 2022,TUR,1,  2021-22,8/14/2021,ALTKAY2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,15,3.409858,3.409858,0.227323867
Konyaspor,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,KONGOZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,17,2.721654,2.721654,0.160097294
Besiktas,22 Mayıs 2022,TUR,1,  2021-22,8/13/2021,BJKRIZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,19,2.529284,2.529284,0.133120211
Konyaspor,22 Mayıs 2022,TUR,13,  2021-22,11/21/2021,KONRIZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,14,1.839855,1.839855,0.131418214
Basaksehir,22 Mayıs 2022,TUR,34,  2021-22,4/24/2022,BSKHAT2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,21,2.974512,2.974512,0.141643429
Alanyaspor,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,ALAGAZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,20,3.378557,3.378557,0.16892785
Hatayspor,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,HATKGM2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,13,1.500212,1.500212,0.115400923
Kayserispor,22 Mayıs 2022,TUR,6,  2021-22,9/22/2021,KAYGAL2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,11,1.421995,1.421995,0.129272273
F. Karagumruk,22 Mayıs 2022,TUR,30,  2021-22,3/18/2022,KGMKAY2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,15,2.251366,2.251366,0.150091067
Antalyaspor,22 Mayıs 2022,TUR,14,  2021-22,11/27/2021,ANTALA2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,18,3.947213,3.947213,0.219289611
Kayserispor,22 Mayıs 2022,TUR,19,  2021-22,12/27/2021,KAYSIV2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,10,1.23605,1.23605,0.123605
Kayserispor,22 Mayıs 2022,TUR,37,  2021-22,5/14/2022,KAYMLT2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,11,0.9726424,0.9726424,0.088422036
Antalyaspor,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,ANTKGM2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,15,1.879784,1.879784,0.125318933
Basaksehir,22 Mayıs 2022,TUR,7,  2021-22,9/26/2021,BSKRIZ2122,5/22/2022,Mayıs,2122,3,3,3,1,3,303,15,2.550073,2.550073,0.170004867
Fenerbahce,22 Mayıs 2022,TUR,15,  2021-22,12.05.21,FENRIZ2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,16,3.257409,3.257409,0.203588062
F. Karagumruk,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,KGMADS2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,16,2.44502,2.44502,0.15281375
Kasimpasa,22 Mayıs 2022,TUR,33,  2021-22,4/17/2022,KSPADS2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,22,4.151067,4.151067,0.188684864
Sivasspor,22 Mayıs 2022,TUR,7,  2021-22,9/25/2021,SIVKGM2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,17,3.074114,3.074114,0.180830235
Adana Demirspor,22 Mayıs 2022,TUR,7,  2021-22,9/25/2021,ADSGAZ2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,7,1.932158,1.932158,0.276022571
Sivasspor,22 Mayıs 2022,TUR,14,  2021-22,11/28/2021,SIVHAT2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,15,3.080431,3.080431,0.205362067
Goztepe,22 Mayıs 2022,TUR,20,  2021-22,01.09.22,GOZANT2122,5/22/2022,Mayıs,2122,4,4,4,1,3,304,6,1.858195,1.858195,0.309699167
Adana Demirspor,22 Mayıs 2022,TUR,23,  2021-22,1/22/2022,ADSKGM2122,5/22/2022,Mayıs,2122,5,5,5,1,3,305,17,2.573869,2.573869,0.151404059
Hatayspor,22 Mayıs 2022,TUR,3,  2021-22,8/28/2021,HATALA2122,5/22/2022,Mayıs,2122,5,5,5,1,3,305,16,2.038814,2.038814,0.127425875
Alanyaspor,22 Mayıs 2022,TUR,22,  2021-22,1/20/2022,ALAHAT2122,5/22/2022,Mayıs,2122,6,6,6,1,3,306,20,5.089938,5.089938,0.2544969
Adana Demirspor,22 Mayıs 2022,TUR,38,  2021-22,5/22/2022,ADSGOZ2122,5/22/2022,Mayıs,2122,7,7,7,1,3,307,24,4.100071,4.100071,0.170836292
Trabzonspor,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,TRBKON2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,2.054107,2.054107,0.136940467
Fenerbahce,22 Mayıs 2022,TUR,8,  2021-22,10.03.21,FENKSP2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.189269,1.189269,0.1189269
Trabzonspor,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,TRBALT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,17,2.391564,2.391564,0.140680235
Trabzonspor,22 Mayıs 2022,TUR,11,  2021-22,10/29/2021,TRBRIZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,12,2.593991,2.593991,0.216165917
Hatayspor,22 Mayıs 2022,TUR,9,  2021-22,10/18/2021,HATGAZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,1.933005,1.933005,0.128867
Trabzonspor,22 Mayıs 2022,TUR,2,  2021-22,8/23/2021,TRBSIV2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.980436,1.980436,0.141459714
Altay,22 Mayıs 2022,TUR,7,  2021-22,9/24/2021,ALTBJK2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.43208,1.43208,0.143208
Basaksehir,22 Mayıs 2022,TUR,21,  2021-22,2/22/2022,BSKKON2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.112304,1.112304,0.079450286
Fenerbahce,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,FENKON2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,26,2.703862,2.703862,0.103994692
Besiktas,22 Mayıs 2022,TUR,10,  2021-22,10/25/2021,BJKGAL2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.600878,1.600878,0.1600878
Besiktas,22 Mayıs 2022,TUR,8,  2021-22,10.02.21,BJKSIV2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.27119,1.27119,0.127119
Hatayspor,22 Mayıs 2022,TUR,5,  2021-22,9/19/2021,HATKAY2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,21,1.825208,1.825208,0.086914667
Galatasaray,22 Mayıs 2022,TUR,2,  2021-22,8/23/2021,GALHAT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.378078,1.378078,0.098434143
Fenerbahce,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,FENALT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,18,1.870054,1.870054,0.103891889
Alanyaspor,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,ALARIZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,12,1.92087,1.92087,0.1600725
Basaksehir,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,BSKKSP2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,13,1.945342,1.945342,0.149641692
Fenerbahce,22 Mayıs 2022,TUR,6,  2021-22,9/23/2021,FENGIR2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,7,1.59517,1.59517,0.227881429
Adana Demirspor,22 Mayıs 2022,TUR,30,  2021-22,3/19/2022,ADSBSK2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,2.40928,2.40928,0.160618667
Konyaspor,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,KONFEN2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,16,1.59503,1.59503,0.099689375
Konyaspor,22 Mayıs 2022,TUR,2,  2021-22,8/22/2021,KONBSK2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,0.9776953,0.9776953,0.065179687
Alanyaspor,22 Mayıs 2022,TUR,35,  2021-22,05.01.22,ALAMLT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,40,2.14677,2.14677,0.05366925
Altay,22 Mayıs 2022,TUR,5,  2021-22,9/17/2021,ALTGOZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,19,2.447026,2.447026,0.128790842
Basaksehir,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,BSKSIV2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,7,0.7666795,0.7666795,0.109525643
Hatayspor,22 Mayıs 2022,TUR,25,  2021-22,2/14/2022,HATGOZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,1.218029,1.218029,0.081201933
Besiktas,22 Mayıs 2022,TUR,18,  2021-22,12/23/2021,BJKGOZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,0.6664403,0.6664403,0.06664403
F. Karagumruk,22 Mayıs 2022,TUR,34,  2021-22,4/23/2022,KGMGIR2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,7,1.421886,1.421886,0.203126571
Kayserispor,22 Mayıs 2022,TUR,26,  2021-22,2/19/2022,KAYGIR2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.935759,1.935759,0.1382685
Basaksehir,22 Mayıs 2022,TUR,11,  2021-22,11.01.21,BSKADS2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,18,2.204821,2.204821,0.122490056
Sivasspor,22 Mayıs 2022,TUR,38,  2021-22,5/21/2022,SIVKAY2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,9,0.8076602,0.8076602,0.089740022
Galatasaray,22 Mayıs 2022,TUR,7,  2021-22,9/26/2021,GALGOZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.3039,1.3039,0.093135714
Gaziantep,22 Mayıs 2022,TUR,18,  2021-22,12/22/2021,GAZALA2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,15,1.421593,1.421593,0.094772867
Kayserispor,22 Mayıs 2022,TUR,11,  2021-22,10/31/2021,KAYKGM2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,17,2.142823,2.142823,0.126048412
Galatasaray,22 Mayıs 2022,TUR,29,  2021-22,3/14/2022,GALBJK2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,19,1.918567,1.918567,0.100977211
Kasimpasa,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,KSPGAZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,17,2.225795,2.225795,0.130929118
Sivasspor,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,SIVALT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,12,1.627826,1.627826,0.135652167
Sivasspor,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,SIVMLT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,1.803019,1.803019,0.128787071
Antalyaspor,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,ANTTRB2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,14,2.129413,2.129413,0.152100929
Goztepe,22 Mayıs 2022,TUR,4,  2021-22,09.12.21,GOZBSK2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.342716,1.342716,0.1342716
Y. Malatyaspor,22 Mayıs 2022,TUR,10,  2021-22,10/22/2021,MLTALT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,13,2.638791,2.638791,0.202983923
Goztepe,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,GOZSIV2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,10,1.422072,1.422072,0.1422072
Giresunspor,22 Mayıs 2022,TUR,29,  2021-22,3/14/2022,GIRGAZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,13,1.724194,1.724194,0.132630308
Goztepe,22 Mayıs 2022,TUR,15,  2021-22,12.06.21,GOZGAZ2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,11,1.867464,1.867464,0.169769455
Rizespor,22 Mayıs 2022,TUR,32,  2021-22,04.09.22,RIZKON2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,11,1.306881,1.306881,0.118807364
Rizespor,22 Mayıs 2022,TUR,22,  2021-22,1/20/2022,RIZANT2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,11,1.667816,1.667816,0.151619636
Rizespor,22 Mayıs 2022,TUR,10,  2021-22,10/23/2021,RIZKSP2122,5/22/2022,Mayıs,2122,1,2,2,1,3,301,8,1.749047,1.749047,0.218630875
Trabzonspor,22 Mayıs 2022,TUR,9,  2021-22,10/17/2021,TRBFEN2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,20,2.612619,2.612619,0.13063095
Hatayspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,HATANT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,11,1.937874,1.937874,0.176170364
Konyaspor,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,KONHAT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,22,2.754671,2.754671,0.125212318
Basaksehir,22 Mayıs 2022,TUR,18,  2021-22,12/21/2021,BSKGIR2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,20,1.742352,1.742352,0.0871176
Basaksehir,22 Mayıs 2022,TUR,38,  2021-22,5/22/2022,BSKTRB2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,12,1.792479,1.792479,0.14937325
Konyaspor,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,KONALT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,14,2.729984,2.729984,0.194998857
Adana Demirspor,22 Mayıs 2022,TUR,32,  2021-22,04.10.22,ADSALT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,18,3.076963,3.076963,0.170942389
F. Karagumruk,22 Mayıs 2022,TUR,36,  2021-22,05.07.22,KGMGOZ2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,19,2.527717,2.527717,0.133037737
Gaziantep,22 Mayıs 2022,TUR,20,  2021-22,01.08.22,GAZKGM2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,13,1.152306,1.152306,0.088638923
F. Karagumruk,22 Mayıs 2022,TUR,8,  2021-22,10.01.21,KGMBSK2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,8,0.886831,0.886831,0.110853875
Giresunspor,22 Mayıs 2022,TUR,15,  2021-22,12.05.21,GIRKGM2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,15,2.687873,2.687873,0.179191533
Gaziantep,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,GAZGAL2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,19,3.2472,3.2472,0.170905263
Giresunspor,22 Mayıs 2022,TUR,17,  2021-22,12/17/2021,GIRALT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,11,1.791006,1.791006,0.162818727
Kasimpasa,22 Mayıs 2022,TUR,23,  2021-22,1/23/2022,KSPKAY2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,17,1.9732,1.9732,0.116070588
Adana Demirspor,22 Mayıs 2022,TUR,5,  2021-22,9/18/2021,ADSRIZ2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,23,3.793356,3.793356,0.164928522
Kasimpasa,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,KSPRIZ2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,22,3.246093,3.246093,0.147549682
Giresunspor,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,GIRGOZ2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,16,2.17464,2.17464,0.135915
Kasimpasa,22 Mayıs 2022,TUR,20,  2021-22,01.08.22,KSPHAT2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,15,1.480098,1.480098,0.0986732
Rizespor,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,RIZGOZ2122,5/22/2022,Mayıs,2122,2,3,3,1,3,302,15,2.586789,2.586789,0.1724526
Konyaspor,22 Mayıs 2022,TUR,33,  2021-22,4/17/2022,KONGAZ2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,20,3.077635,3.077635,0.15388175
Besiktas,22 Mayıs 2022,TUR,32,  2021-22,04.09.22,BJKALA2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,11,1.19885,1.19885,0.108986364
Antalyaspor,22 Mayıs 2022,TUR,32,  2021-22,04.11.22,ANTHAT2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,14,1.655556,1.655556,0.118254
Antalyaspor,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,ANTGIR2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,13,1.569072,1.569072,0.120697846
Gaziantep,22 Mayıs 2022,TUR,8,  2021-22,10.03.21,GAZALT2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,16,2.68732,2.68732,0.1679575
Hatayspor,22 Mayıs 2022,TUR,38,  2021-22,5/22/2022,HATGIR2122,5/22/2022,Mayıs,2122,3,4,4,1,3,303,18,3.26453,3.26453,0.181362778
Alanyaspor,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,ALAKON2122,5/22/2022,Mayıs,2122,4,5,5,1,3,304,18,2.493965,2.493965,0.138553611
Gaziantep,22 Mayıs 2022,TUR,24,  2021-22,02.05.22,GAZSIV2122,5/22/2022,Mayıs,2122,4,5,5,1,3,304,11,3.002532,3.002532,0.272957455
Trabzonspor,22 Mayıs 2022,TUR,27,  2021-22,2/25/2022,TRBKAY2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,22,3.210109,3.210109,0.145914045
Fenerbahce,22 Mayıs 2022,TUR,35,  2021-22,4/29/2022,FENGAZ2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,14,3.020604,3.020604,0.215757429
F. Karagumruk,22 Mayıs 2022,TUR,1,  2021-22,8/14/2021,KGMGAZ2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,12,2.169904,2.169904,0.180825333
Antalyaspor,22 Mayıs 2022,TUR,36,  2021-22,05.09.22,ANTKON2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,16,2.494947,2.494947,0.155934187
F. Karagumruk,22 Mayıs 2022,TUR,32,  2021-22,04.09.22,KGMKSP2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,10,2.265712,2.265712,0.2265712
Galatasaray,22 Mayıs 2022,TUR,37,  2021-22,5/16/2022,GALADS2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,20,2.532863,2.532863,0.12664315
Antalyaspor,22 Mayıs 2022,TUR,3,  2021-22,8/27/2021,ANTRIZ2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,11,3.295388,3.295388,0.299580727
Gaziantep,22 Mayıs 2022,TUR,14,  2021-22,11/28/2021,GAZKON2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,20,1.80667,1.80667,0.0903335
Gaziantep,22 Mayıs 2022,TUR,16,  2021-22,12/13/2021,GAZFEN2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,15,2.764071,2.764071,0.1842714
Basaksehir,22 Mayıs 2022,TUR,9,  2021-22,10/15/2021,BSKBJK2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,11,2.088933,2.088933,0.189903
Altay,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,ALTGAZ2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,10,1.669576,1.669576,0.1669576
Rizespor,22 Mayıs 2022,TUR,30,  2021-22,3/18/2022,RIZTRB2122,5/22/2022,Mayıs,2122,1,3,3,1,3,301,12,2.942916,2.942916,0.245243
Trabzonspor,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,TRBGOZ2122,5/22/2022,Mayıs,2122,2,4,4,1,3,302,16,2.987042,2.987042,0.186690125
Hatayspor,22 Mayıs 2022,TUR,21,  2021-22,1/16/2022,HATGAL2122,5/22/2022,Mayıs,2122,2,4,4,1,3,302,16,3.992235,3.992235,0.249514687
Besiktas,22 Mayıs 2022,TUR,16,  2021-22,12.12.21,BJKKAY2122,5/22/2022,Mayıs,2122,2,4,4,1,3,302,21,2.456912,2.456912,0.11699581
Galatasaray,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,GALRIZ2122,5/22/2022,Mayıs,2122,2,4,4,1,3,302,18,3.665078,3.665078,0.203615444
Hatayspor,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,HATMLT2122,5/22/2022,Mayıs,2122,3,5,5,1,3,303,13,2.19728,2.19728,0.169021538
Kayserispor,22 Mayıs 2022,TUR,24,  2021-22,02.04.22,KAYHAT2122,5/22/2022,Mayıs,2122,1,4,4,1,3,301,10,2.88671,2.88671,0.288671
Alanyaspor,22 Mayıs 2022,TUR,9,  2021-22,10/18/2021,ALAKAY2122,5/22/2022,Mayıs,2122,3,6,6,1,3,303,19,2.40164,2.40164,0.126402105